record_id,redcap_survey_identifier,round_2_timestamp,sub_id,date_time_rd2,gen_1,gen_2,history,vivid_history,reexp_history,occarousing_history,refarousing_history,thirdper_history,work_start,work_close,work_other,work_close_rem,vivid_work,reexp_work,occarousing_work,refarousing_work,thirdper_work,school_kids,school_close,school_close_rem,vivid_school,reexp_school,occarousing_school,refarousing_school,thirdper_school,neg_emo,vivid_neg_emo,reexp_neg_emo,occarousing_neg_emo,refarousing_neg_emo,thirdper_neg_emo,get_better,vivid_get_better,reexp_get_better,occarousing_get_better,refarousing_get_better,thirdper_get_better,num_march,num_april,us,num_march_us,num_april_us,stayhome_us,stayhome_begin_us,stayhome_end_us,severity_state,stayhome,stayhome_begin,stayhome_end,severity,normal_date,mask_date,meetings_date,bigevents_date,shaking_hands_date,num_august,warmer,sp_mem_1,sp_mem_2,sp_mem_3,sp_mem_4,sp_mem_5,sp_mem_6,fut_1,fut_2,fut_3,fut_4,fut_5,peak_neg,peak_neg_intense,peak_pos,peak_pos_intense,sustained_neg___1,sustained_neg___2,sustained_neg___3,sustained_neg___4,sustained_neg___5,sustained_neg___6,sustained_neg___7,sustained_neg___8,sustained_pos___1,sustained_pos___2,sustained_pos___3,sustained_pos___4,sustained_pos___5,sustained_pos___6,sustained_pos___7,sustained_pos___8,vivid_challenge,reexp_challenge,occarousing_challenge,refarousing_challenge,important_challenge,thirdper_challenge,vivid_positive,reexp_positive,occarousing_positive,refarousing_positive,important_positive,thirdper_positive,vivid_mundane,reexp_mundane,occarousing_mundane,refarousing_mundane,important_mundane,thirdper_mundane,vivid_unusual,reexp_unusual,occarousing_unusual,refarousing_unusual,important_unusual,thirdper_unusual,isi_1,isi_2,isi_3,isi_4,isi_5,isi_6,isi_7,meq_1,meq_2,meq_3,meq_4,meq_5,pss_1,pss_2,pss_3,pss_4,pss_5,pss_6,pss_7,pss_8,pss_9,pss_10,teq_1,teq_2,teq_3,teq_4,teq_5,teq_6,teq_7,teq_8,teq_9,teq_10,teq_11,teq_12,teq_13,teq_14,teq_15,teq_16,round_2_complete,ISI_Total,MEQ_Total,TEQ_TOTAL,PSS_TOTAL
311,,2020-06-16 22:40:22,862,2020-06-16 18:25:00,4.0,4.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,0.0,,,,,,,,1.0,0.0,,,,,,,0.0,,,,,,2.0,,,,,,500.0,,1.0,40.0,3000.0,1.0,2020-05-15,2020-08-01,2.0,,,,3.0,2021-06-30,2021-06-30,2021-06-30,2021-06-30,2021-06-01,,2.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,2.0,1.0,2.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,4.0,4.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,3.0,3.0,1.0,4.0,6.0,2.0,2.0,1.0,3.0,3.0,0.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,3.0,2,6.0,17.0,45.0,11.0
634,,2020-06-29 01:50:34,865,2020-06-28 21:33:00,3.0,2.0,0.0,,,,,,1.0,1.0,,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,,,,,,,,1.0,,,1.0,2020-03-27,2020-05-08,3.0,,,,3.0,2021-06-20,2021-06-20,2021-06-20,2020-07-06,2021-06-20,,2.0,3.0,2.0,3.0,4.0,2.0,3.0,1.0,4.0,0.0,4.0,0.0,6.0,2.0,4.0,2.0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,3.0,1.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,3.0,4.0,1.0,4.0,1.0,3.0,3.0,3.0,1.0,,,,,,,2.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0,3.0,3.0,4.0,6.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,4.0,0.0,4.0,4.0,1.0,0.0,0.0,4.0,0.0,0.0,3.0,2,5.0,20.0,55.0,23.0
36,,2020-06-16 01:30:12,866,2020-06-15 21:09:00,4.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,,1.0,4.0,3.0,3.0,3.0,2.0,0.0,,,,,,,,1.0,2.0,2.0,2.0,2.0,1.0,2.0,,,,,,20.0,1000.0,0.0,,,,,,,1.0,2020-03-16,2020-08-16,3.0,2020-10-13,2020-03-16,2020-09-16,2020-11-16,2020-09-18,350000.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,8.0,2.0,4.0,3.0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,3.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,4.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,3.0,1.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,0.0,0.0,4.0,2,3.0,14.0,50.0,15.0
455,,2020-06-19 17:13:43,867,2020-06-19 10:00:00,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,,1.0,4.0,2.0,3.0,2.0,1.0,0.0,,,,,,,,1.0,2.0,2.0,4.0,3.0,1.0,2.0,,,,,,200.0,200000.0,1.0,20.0,40000.0,1.0,2020-03-25,2020-06-30,2.0,,,,3.0,2021-08-01,2021-08-01,2021-01-01,2021-12-01,2021-08-01,2000000.0,2.0,3.0,0.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0,7.0,3.0,4.0,1.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3.0,2.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,0.0,4.0,4.0,3.0,1.0,1.0,4.0,2.0,1.0,4.0,2.0,3.0,1.0,3.0,1.0,4.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,0.0,4.0,2,9.0,9.0,46.0,32.0
211,,,879,2020-06-16 07:53:00,3.0,4.0,1.0,3.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
480,,2020-06-21 13:04:22,893,2020-06-19 22:49:00,4.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,1.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,50000.0,40000.0,1.0,2000.0,8000.0,1.0,2020-03-27,2020-06-11,2.0,,,,3.0,2020-07-30,2021-07-15,2020-08-15,2020-08-15,2021-08-15,,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,1.0,3.0,3.0,4.0,2.0,8.0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3.0,2.0,4.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,4.0,4.0,3.0,3.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,4.0,2.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,1.0,4.0,4.0,1.0,3.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,2,14.0,15.0,55.0,20.0
120,,2020-06-16 05:15:57,895,2020-06-15 21:47:00,3.0,4.0,1.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,,1.0,4.0,4.0,3.0,3.0,2.0,0.0,,,,,,,,1.0,1.0,1.0,4.0,1.0,2.0,0.0,,,,,,3000.0,40000.0,0.0,,,,,,,1.0,2020-03-18,2020-06-01,2.0,2021-03-01,2020-07-15,2020-09-01,2021-03-01,2021-03-01,100000.0,1.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,1.0,3.0,1.0,4.0,3.0,3.0,8.0,2.0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,4.0,3.0,4.0,2.0,,,,,,,2.0,0.0,0.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,0.0,3.0,1.0,3.0,4.0,0.0,3.0,4.0,2.0,1.0,0.0,3.0,0.0,0.0,3.0,2,9.0,9.0,54.0,18.0
580,,2020-06-23 17:09:50,899,2020-06-23 12:42:00,3.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,,1.0,3.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,4.0,3.0,4.0,3.0,1.0,1.0,4.0,4.0,4.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,2000.0,500000.0,1.0,800.0,50000.0,1.0,2020-03-23,2020-05-25,2.0,,,,3.0,2021-06-01,2021-06-01,2021-06-01,2021-06-01,2021-06-01,4000000.0,2.0,3.0,1.0,4.0,4.0,3.0,1.0,2.0,3.0,1.0,3.0,3.0,6.0,3.0,8.0,2.0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,3.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,4.0,4.0,4.0,3.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,3.0,0.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,2.0,2,4.0,11.0,40.0,24.0
459,,2020-06-19 17:57:01,900,2020-06-19 12:32:00,4.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,0.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,18000.0,50000.0,1.0,3200.0,6000.0,0.0,,,2.0,,,,2.0,2020-06-19,2020-06-19,2020-06-19,2020-06-19,2020-06-19,120000.0,2.0,0.0,3.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,6.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,2,1.0,11.0,43.0,20.0
533,,2020-06-22 15:29:36,909,2020-06-22 11:12:00,3.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,1.0,3.0,2.0,4.0,2.0,1.0,2.0,,,,,,,,1.0,,,1.0,2020-03-22,,2.0,,,,3.0,2021-08-01,2021-03-01,2021-03-01,2021-05-01,2021-05-01,,2.0,2.0,3.0,4.0,4.0,4.0,4.0,1.0,4.0,1.0,4.0,2.0,6.0,2.0,,1.0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,3.0,2.0,4.0,3.0,3.0,1.0,,,,,,,3.0,3.0,3.0,3.0,3.0,1.0,,,,,,,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,3.0,4.0,3.0,2.0,1.0,4.0,2.0,1.0,3.0,4.0,3.0,1.0,3.0,0.0,4.0,4.0,1.0,2.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,3.0,2,6.0,5.0,54.0,31.0
665,,2020-07-13 16:47:42,917,2020-07-13 10:23:00,4.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,,1.0,4.0,1.0,3.0,2.0,1.0,0.0,,,,,,,,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,50000.0,1000000.0,1.0,20.0,2000.0,1.0,2020-03-14,2020-05-16,,,,,3.0,2022-05-01,2022-05-01,2021-03-01,2020-07-13,2020-07-13,4500000.0,2.0,3.0,2.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,0.0,8.0,2.0,4.0,1.0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,4.0,3.0,4.0,4.0,4.0,1.0,4.0,2.0,3.0,4.0,4.0,1.0,4.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,3.0,1.0,3.0,4.0,0.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,3.0,2.0,3.0,4.0,1.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,1.0,0.0,3.0,2,9.0,11.0,45.0,22.0
470,,2020-06-19 20:51:41,921,2020-06-19 16:33:00,3.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,,0.0,,,,,,,0.0,,,,,,,,1.0,2.0,3.0,2.0,2.0,1.0,2.0,,,,,,20000.0,100000.0,1.0,1000.0,2500.0,1.0,2020-03-16,2020-05-18,3.0,,,,3.0,2021-02-04,2021-02-04,2021-02-04,2021-06-30,2021-06-01,450000.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,0.0,4.0,1.0,4.0,2.0,7.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,4.0,4.0,4.0,3.0,0.0,1.0,3.0,2.0,0.0,1.0,1.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,4.0,0.0,4.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,,3.0,2,18.0,6.0,,12.0
302,,2020-06-16 21:11:31,922,2020-06-16 16:30:00,4.0,3.0,1.0,4.0,2.0,3.0,2.0,1.0,1.0,1.0,,1.0,4.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,2.0,1.0,0.0,,,,,,1.0,2.0,1.0,2.0,2.0,1.0,100.0,700000.0,1.0,5.0,1000.0,1.0,2020-03-26,2020-06-15,3.0,,,,3.0,2021-06-01,2021-06-01,2021-01-01,2021-06-01,2021-06-01,,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,2.0,8.0,2.0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,4.0,2.0,4.0,3.0,3.0,1.0,4.0,3.0,4.0,4.0,4.0,1.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,3.0,2,2.0,7.0,43.0,16.0
287,,2020-06-16 18:57:25,924,2020-06-16 11:32:00,2.0,2.0,0.0,,,,,,1.0,1.0,,1.0,3.0,1.0,2.0,2.0,1.0,0.0,,,,,,,,1.0,1.0,2.0,4.0,3.0,2.0,2.0,,,,,,2951.0,609516.0,1.0,425.0,26838.0,1.0,2020-03-19,2020-06-16,2.0,,,,3.0,2020-12-31,2020-12-31,2020-09-30,2021-09-30,2020-06-16,15000000.0,2.0,4.0,3.0,2.0,4.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,7.0,3.0,8.0,1.0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,3.0,1.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,2.0,1.0,4.0,4.0,4.0,3.0,4.0,1.0,2.0,3.0,0.0,3.0,2.0,2.0,2.0,4.0,1.0,3.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,1.0,4.0,1.0,2.0,3.0,1.0,3.0,4.0,1.0,2.0,1.0,3.0,0.0,0.0,3.0,2,14.0,12.0,50.0,29.0
555,,2020-06-22 19:07:58,925,2020-06-22 14:47:00,4.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,,1.0,3.0,1.0,4.0,3.0,1.0,0.0,,,,,,,,0.0,,,,,,2.0,,,,,,5000.0,10000.0,1.0,500.0,2000.0,1.0,2020-03-29,2020-06-09,2.0,,,,3.0,2021-03-01,2020-09-01,2021-01-01,2021-03-01,2020-09-01,120000.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,3.0,2.0,7.0,2.0,4.0,2.0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,1.0,4.0,1.0,4.0,4.0,4.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,0.0,4.0,2.0,3.0,1.0,0.0,4.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,4.0,2.0,3.0,4.0,0.0,2.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,3.0,2,14.0,7.0,51.0,20.0
604,,,928,2020-06-25 21:19:00,4.0,4.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,,0.0,,,,,,0.0,,,,,,,,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2500.0,3000.0,0.0,,,,,,,1.0,2020-03-10,,2.0,2020-05-05,2020-06-25,2020-06-25,2021-04-01,2020-06-25,4000.0,2.0,3.0,3.0,4.0,3.0,4.0,1.0,1.0,4.0,0.0,2.0,3.0,5.0,2.0,8.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
49,,2020-06-16 02:10:06,941,2020-06-15 21:17:00,4.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,2.0,1.0,1.0,0.0,,,,,,,,0.0,,,,,,1.0,2.0,2.0,2.0,2.0,1.0,3500.0,650000.0,1.0,50.0,30000.0,1.0,2020-03-24,2020-06-01,2.0,,,,3.0,2021-09-15,2021-09-15,2020-10-01,2021-01-01,2021-09-15,5000000.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,5.0,1.0,8.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,0.0,3.0,3.0,1.0,0.0,2.0,3.0,2.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,2,4.0,13.0,42.0,10.0
596,,2020-06-25 19:13:55,942,2020-06-25 13:34:00,2.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,0.0,,,,,,,,0.0,,,,,,,,1.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,150000.0,450000.0,1.0,500.0,3000.0,1.0,2020-04-01,2020-05-25,3.0,,,,3.0,2021-06-30,2021-06-30,2021-03-31,2021-04-01,2022-12-31,5000000.0,3.0,3.0,1.0,3.0,4.0,4.0,1.0,0.0,3.0,2.0,3.0,2.0,5.0,3.0,7.0,1.0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,0.0,2.0,4.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,0.0,4.0,1.0,4.0,4.0,0.0,3.0,4.0,2.0,1.0,0.0,4.0,0.0,1.0,4.0,2,12.0,11.0,56.0,23.0
89,,2020-06-16 02:47:35,943,2020-06-15 22:27:00,3.0,3.0,1.0,3.0,2.0,4.0,3.0,1.0,1.0,1.0,,1.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,4.0,2.0,4.0,3.0,1.0,2.0,,,,,,40000.0,90000.0,1.0,3000.0,10000.0,1.0,2020-03-27,2020-05-01,2.0,,,,3.0,2021-10-31,2021-10-31,2021-09-15,2021-12-31,2021-12-31,5000000.0,3.0,4.0,2.0,3.0,4.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,8.0,2.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,4.0,3.0,4.0,4.0,2.0,1.0,3.0,3.0,3.0,3.0,4.0,1.0,3.0,2.0,2.0,3.0,4.0,1.0,3.0,2.0,3.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,4.0,3.0,2.0,0.0,3.0,3.0,1.0,0.0,4.0,0.0,4.0,0.0,4.0,4.0,0.0,3.0,2.0,2.0,1.0,1.0,4.0,0.0,0.0,4.0,2,8.0,15.0,57.0,15.0
619,,2020-06-26 16:38:33,951,2020-06-26 12:12:00,3.0,2.0,1.0,2.0,1.0,4.0,3.0,2.0,1.0,1.0,,1.0,3.0,1.0,3.0,2.0,1.0,0.0,,,,,,,,1.0,3.0,2.0,4.0,2.0,1.0,2.0,,,,,,3000.0,75000.0,1.0,500.0,10000.0,1.0,2020-03-20,2020-06-26,3.0,,,,3.0,2022-06-26,2021-01-31,2021-02-04,2021-06-01,2021-09-01,500000.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,0.0,3.0,2.0,7.0,3.0,8.0,1.0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,4.0,2.0,4.0,3.0,2.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,2.0,4.0,3.0,3.0,1.0,0.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,1.0,5.0,4.0,4.0,3.0,3.0,3.0,1.0,1.0,4.0,1.0,1.0,3.0,4.0,3.0,0.0,4.0,1.0,3.0,4.0,0.0,4.0,4.0,2.0,1.0,1.0,3.0,0.0,0.0,3.0,2,13.0,17.0,55.0,32.0
608,,2020-06-25 21:02:02,952,2020-06-25 16:53:00,3.0,3.0,0.0,,,,,,1.0,0.0,,,,,,,,0.0,,,,,,,,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,30000.0,60000.0,1.0,2000.0,15000.0,1.0,2020-03-31,2020-05-31,2.0,,,,3.0,2021-04-01,2021-04-01,2021-01-01,2021-08-01,2021-04-01,12000000.0,1.0,4.0,3.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,4.0,3.0,8.0,3.0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,4.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,4.0,2.0,2.0,2.0,3.0,1.0,,,,,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,2,3.0,15.0,49.0,22.0
108,,2020-06-16 06:24:38,956,2020-06-16 13:20:00,4.0,4.0,1.0,3.0,3.0,4.0,2.0,1.0,1.0,1.0,,1.0,3.0,2.0,4.0,2.0,1.0,0.0,,,,,,,,1.0,4.0,3.0,4.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,0.0,20.0,0.0,,,,,,,1.0,2020-03-15,,2.0,2020-07-01,,2020-06-16,,,40.0,1.0,4.0,4.0,3.0,4.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,8.0,2.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,4.0,3.0,4.0,3.0,4.0,1.0,4.0,3.0,3.0,3.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,4.0,4.0,4.0,1.0,4.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,5.0,1.0,0.0,2.0,2.0,4.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,3.0,0.0,3.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,0.0,0.0,3.0,2,17.0,10.0,49.0,20.0
18,,2020-06-16 01:12:06,977,2020-06-15 20:59:00,3.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,,1.0,3.0,2.0,3.0,2.0,1.0,0.0,,,,,,,,1.0,4.0,3.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,180000.0,540000.0,1.0,24000.0,47000.0,1.0,2020-04-03,2020-04-30,3.0,,,,3.0,2020-12-14,2020-11-18,2020-08-31,2020-07-25,2020-08-01,2500000.0,2.0,3.0,2.0,3.0,4.0,4.0,1.0,2.0,3.0,1.0,3.0,3.0,8.0,2.0,6.0,2.0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,0.0,4.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,4.0,2,19.0,7.0,46.0,19.0
